Client ID,Name,Age,Sex,Location ID,Joined Bank,Banking Contact,Nationality,Occupation,Investment Advisor,Fee Structure,Loyalty Classification,Banking Relationship,Estimated Income,Superannuation Savings,Amount of Credit Cards,Credit Card Balance,Bank Loans,Bank Deposits,Checking Accounts,Saving Accounts,Foreign Currency Account,Business Lending,Properties Owned,Risk Weighting
PKR88769,Jose Berry,28,Female,11425,3/28/2016,Ernest Rivera,European,Project Manager,Lawrence Sanchez,High,Jade,Private Bank,"135,470.95","24,159.80",1,"1,588.10","172,132.99","607,089.96","206,762.52","270,462.98","38,316.39","661,025.11",3,1
PKR69918,Margaret Dixon,55,Male,10548,7/15/1992,Jason Duncan,European,Engineer II,Fred Bryant,Low,Jade,Retail,"212,962.85","11,049.02",2,"1,721.27","1,020,310.45","301,089.99","129,737.96","113,900.14","10,271.75","227,929.55",1,2
PKR97771,Phillip Hansen,38,Male,40115,3/15/2002,Ernest Rivera,European,Operator,Peter Castillo,High,Jade,Commercial,"503,138.53","55,930.00",1,"1,173.59","121,454.67","774,807.12","528,277.58","218,354.73","24,233.86","1,022,501.92",3,5
PKR94851,Kelly Lawrence,31,Female,41382,3/5/2019,Chris Armstrong,Asian,Engineer II,Victor Dean,Low,Jade,Private Bank,"128,959.86","25,110.87",1,"3,790.97","806,945.24","245,076.81","181,912.68","85,600.02","41,412.81","797,732.57",0,2
PKR53003,David Miller,34,Female,36032,6/21/1999,Joshua Little,European,Marketing Assistant,Peter Castillo,High,Platinum,Retail,"132,501.20","14,717.40",2,"3,371.38","133,394.92","251,158.75","68,738.18","166,293.53","11,044.07","795,994.89",1,1
PKR18812,Emily Ruiz,45,Male,32331,3/24/2004,Anthony Berry,European,Structural Analysis Engineer,Gregory Boyd,Low,Gold,Institutional,"41,442.10","2,332.13",1,896.52,"220,650.10","58,475.92","53,797.85","34,734.70","7,419.85","75,226.46",0,1
PKR48530,Keith Wright,73,Male,2392,10/23/2007,George Lewis,European,Librarian,Ryan Taylor,Low,Silver,Retail,"53,797.08","10,630.40",3,"2,190.23","598,368.72","373,578.97","383,036.67","72,776.97","27,516.02","653,279.09",1,2
PKR85022,Carolyn Wagner,75,Male,39147,6/14/1996,Chris Armstrong,European,Web Developer IV,Sean Vasquez,High,Silver,Retail,"514,507.79","47,984.50",1,"3,730.42","1,236,855.48","1,284,147.66","791,393.32","786,017.82","12,251.73","750,199.63",1,5
PKR52278,Frank Brown,27,Female,9456,2/22/2010,Jonathan Hawkins,American,Research Assistant IV,Sean Vasquez,Mid,Platinum,Retail,"33,978.42","19,861.45",1,"1,037.14","657,151.11","473,402.12","136,760.61","179,682.40","19,459.44","316,231.96",0,1
PKR46035,Kevin Davis,51,Male,5889,11/3/2014,Ernest Rivera,European,Accountant I,Gregory Boyd,Mid,Jade,Retail,"104,500.25","16,395.90",1,"4,071.01","1,156,725.66","687,505.09","164,114.12","220,755.67","17,851.20","499,874.13",3,1
PKR88500,Bobby Mitchell,46,Male,20737,11/26/2018,Anthony Berry,European,Help Desk Operator,Sean Vasquez,Mid,Jade,Retail,"96,229.97","57,912.00",1,"10,491.44","838,614.50","1,785,745.06","499,403.28","1,176,170.39","35,061.52","1,283,849.91",2,5
PKR59334,Martin Baker,63,Male,4409,3/21/2005,Keith Griffin,American,Senior Editor,Peter Castillo,Low,Jade,Retail,"92,773.75","4,323.54",1,"3,337.91","195,565.56","3,017,361.21","1,382,146.10","508,084.69","31,080.74","1,310,289.37",2,2
PKR43447,Heather Myers,85,Female,20250,3/14/2001,Anthony Berry,European,Marketing Assistant,Daniel Carroll,High,Silver,Retail,"69,441.37","4,001.19",1,"1,463.08","31,365.79","93,106.15","109,895.78","32,480.31","7,873.90","374,900.40",3,1
PKR89715,Evelyn Gilbert,36,Male,4392,6/9/1996,Ernest Rivera,European,Engineer IV,Sean Vasquez,High,Jade,Private Bank,"159,584.92","29,373.76",1,"5,558.21","674,240.19","815,830.63","384,316.91","339,210.24","43,670.84","316,959.21",3,2
PKR15214,Joe Green,39,Female,30152,12/26/1997,Roy Rice,American,VP Product Management,Victor Gutierrez,Mid,Silver,Retail,"36,326.86","18,414.00",1,"3,041.28","751,165.61","782,751.87","334,611.49","136,712.69","12,228.89","631,723.07",3,1
PKR40338,Lawrence Ray,46,Female,15607,7/3/2002,Paul Holmes,European,Senior Cost Accountant,Nicholas Ward,High,Jade,Institutional,"181,136.14","30,762.96",2,"2,454.61","256,129.10","573,794.84","558,891.07","137,859.80","43,285.01","1,123,611.84",0,2
PKR51774,Carol Collins,58,Male,9282,12/6/1993,Mark Montgomery,American,Web Developer IV,Jeremy Porter,Low,Jade,Institutional,"141,030.82","23,341.14",1,"4,405.63","1,036,262.08","645,661.43","218,963.44","287,684.27","25,856.95","1,771,415.70",2,2
PKR57665,Richard Bishop,28,Male,23628,9/4/2016,Shawn Cook,European,Research Associate,Jeremy Porter,Low,Jade,Retail,"387,437.27","17,359.55",1,"5,189.07","375,623.85","518,662.85","304,043.74","259,987.21","56,830.58","111,184.56",2,4
PKR66976,Doris Anderson,80,Female,24295,6/21/2003,Raymond Alexander,Asian,Computer Systems Analyst III,Kevin Kim,High,Platinum,Retail,"156,417.86","7,530.17",2,"2,824.71","417,821.92","490,114.98","207,927.57","278,523.93","11,971.13","670,583.60",2,2
PKR40082,Timothy Dixon,35,Male,18576,12/9/2012,Bobby Burton,European,Programmer II,Peter Castillo,Low,Jade,Retail,"212,764.95","41,923.37",1,"11,015.81","134,687.93","1,816,438.36","491,238.05","475,358.49","93,046.20","2,889,635.17",2,2
PKR46584,Earl Peters,53,Female,11654,2/16/1998,Shawn Wallace,African,Automation Specialist IV,Fred Bryant,High,Jade,Private Bank,"49,412.97","4,016.32",2,764.02,"664,358.27","103,189.39","47,023.01","14,446.52","20,289.35","823,954.96",1,1
PKR25515,Bobby Phillips,32,Female,36896,9/23/2013,Jeremy Vasquez,European,Automation Specialist IV,Daniel Carroll,High,Jade,Retail,"152,124.83","31,244.16",1,"7,548.22","302,888.82","939,245.76","278,589.84","315,602.49","26,011.35","1,038,657.52",2,2
PKR66087,Daniel Ray,48,Male,20927,7/22/2017,Shawn Long,American,Account Coordinator,Eugene Cunningham,High,Jade,Retail,"129,188.72","48,889.95",1,"7,174.28","118,555.03","1,234,872.76","475,822.53","630,804.73","16,776.34","847,056.39",1,2
PKR94271,Ralph Parker,64,Male,16959,6/16/2016,Ernest Rivera,American,Geologist IV,Kevin Kim,High,Jade,Institutional,"281,404.06","51,578.80",3,"3,347.19","68,567.73","315,547.38","382,481.67","115,700.70",904.60,"495,709.37",3,2
PKR13684,Lisa Cunningham,47,Male,19141,9/18/1993,Bruce Butler,Asian,Statistician I,Nicholas Ward,Mid,Gold,Retail,"42,385.16","8,084.52",1,"2,287.96","540,733.61",0.00,0.00,0.00,"20,014.07","308,688.63",3,1
PKR19447,Jimmy Warren,36,Female,17367,5/13/2015,Ernest Rivera,European,Accounting Assistant III,Victor Dean,High,Jade,Commercial,"143,843.29","17,099.12",1,"2,546.84","283,138.00","1,601,165.63","785,087.67","136,357.33","18,521.60","177,708.12",3,2
PKR70647,Sandra Schmidt,23,Male,38188,8/20/1999,Dennis Ruiz,Australian,VP Quality Control,Victor Rogers,Low,Jade,Commercial,"215,594.52","7,002.19",1,"1,351.83","733,193.01","44,044.29","45,987.42","18,783.60","22,722.33","69,448.30",3,2
PKR55928,Annie Dunn,55,Male,13258,10/16/2006,Keith Griffin,European,Account Coordinator,Ernest Knight,High,Silver,Commercial,"444,732.64","24,804.57",2,"5,173.23","1,463,959.28","849,591.13","335,364.92","356,604.70","2,051.04","487,926.92",1,4
PKR49649,Scott Evans,64,Female,26950,3/18/2001,Paul Holmes,Asian,Account Representative III,Lawrence Sanchez,Low,Platinum,Commercial,"62,223.13","5,403.25",1,"1,817.38","19,043.33","196,999.43","154,943.37","54,451.53","17,116.93","462,183.45",2,1
PKR83150,Jennifer Bailey,26,Male,14661,7/24/2009,James Castillo,American,Associate Professor,Nicholas Morrison,Low,Silver,Retail,"196,715.22","8,588.72",1,"3,537.80","48,536.46","556,830.61","295,120.22","290,498.53","23,872.31","1,159,400.76",2,2
PKR86236,Cheryl Hunter,17,Male,38354,2/21/2001,Phillip Peters,European,Systems Administrator II,Steve Sanchez,Mid,Gold,Private Bank,"310,375.37","4,999.28",1,"3,255.60","112,540.47","1,312,646.53","399,501.12","845,800.94","85,558.53","1,600,952.63",1,4
PKR23104,Edward Jackson,61,Male,4088,2/21/2002,Gregory Simmons,European,Software Test Engineer I,Eugene Cunningham,High,Silver,Commercial,"238,755.41","18,611.45",1,"4,041.82","1,129,042.77","1,505,541.47","547,469.63","298,160.38","17,732.43","1,508,409.47",0,2
PKR40705,Charles Andrews,24,Male,4579,1/17/1995,Shawn Wallace,European,Engineer I,Daniel Carroll,Mid,Jade,Commercial,"231,471.25","34,530.60",1,687.65,"204,679.25","544,808.01","442,656.51","176,381.59","41,004.89","771,748.99",0,2
PKR16827,Louis Edwards,20,Male,25414,4/4/2013,Shawn Wallace,American,Environmental Specialist,Victor Dean,Low,Jade,Institutional,"271,912.22","47,987.28",2,481.80,"498,543.51","1,304,703.25","357,452.94","284,175.09",265.95,"2,400,841.52",1,4
PKR61808,Andrea Oliver,80,Male,12544,12/22/2013,Samuel Fowler,Asian,Safety Technician I,Victor Dean,Mid,Gold,Retail,"126,670.72","39,311.00",1,"3,014.14","347,595.64","425,301.02","396,467.05","298,431.56","41,444.27","1,105,772.34",3,3
PKR88808,Beverly Richards,28,Female,29644,1/13/2008,Benjamin Kim,European,Research Associate,Eugene Cunningham,High,Jade,Institutional,"135,342.10","34,214.11",1,"5,969.94","1,170,851.54","553,783.57","367,182.59","272,317.05","40,414.44","1,378,300.61",0,3
PKR63102,Edward Tucker,25,Female,7629,1/2/2015,Nicholas Simmons,Asian,Computer Systems Analyst IV,Gregory Boyd,High,Gold,Commercial,"133,539.26","21,502.92",2,"2,129.10",0.00,"724,809.53","126,714.95","353,534.72","18,185.70","550,483.58",0,1
PKR12601,Justin Bishop,58,Female,4796,4/13/2011,Bruce Butler,Asian,Software Test Engineer I,Joe Carroll,High,Platinum,Retail,"168,781.14","66,158.90",1,131.20,"1,150,087.28","1,056,468.66","215,605.85","251,540.16","74,636.38","3,207,843.85",1,4
PKR82367,Anthony Campbell,67,Male,32900,1/11/2017,Jesse Evans,Australian,Web Developer III,Eric Shaw,High,Platinum,Commercial,"329,938.29","23,935.52",2,"4,935.20","320,711.89","603,889.38","578,008.40","313,159.78","41,533.79","467,754.00",0,4
PKR25359,Antonio Moreno,63,Female,17167,5/2/2014,Nicholas Simmons,European,Developer IV,Carl Anderson,Mid,Silver,Institutional,"312,138.72","50,900.40",1,"4,689.50","642,511.30","1,136,736.21","329,055.22","255,466.51","70,299.88","2,739,484.57",3,2
PKR18267,Kevin Mcdonald,21,Female,40243,3/23/2011,Nicholas Simmons,American,Data Coordiator,Sean Vasquez,High,Jade,Institutional,"214,088.86","45,225.68",1,"9,075.06","1,117,489.89","393,421.82","106,604.62","79,496.59","36,316.25","289,815.53",1,4
PKR87428,Diane Mccoy,58,Male,18989,6/10/2011,Stephen Payne,European,Media Manager IV,Jack Phillips,High,Gold,Retail,"441,082.48","27,620.74",2,"1,212.17","748,824.44","1,119,155.41","395,563.55","654,609.43","46,764.16","1,633,122.54",1,3
PKR58778,Mildred Hansen,51,Male,12017,4/2/2002,Nicholas Simmons,European,Health Coach III,Lawrence Sanchez,Low,Jade,Retail,"158,330.42","59,844.16",2,"5,084.35","604,161.37","270,036.51","191,638.81","219,513.55","19,726.03","1,227,061.51",3,5
PKR40038,Kimberly Young,35,Female,25572,1/25/1999,Raymond Alexander,African,Junior Executive,Victor Dean,High,Jade,Retail,"100,215.75","25,225.00",2,974.10,"523,111.20","22,559.04","12,783.46","18,114.91","5,793.30","118,789.20",1,2
PKR76909,Frank Fox,68,Male,15123,8/24/1996,Nicholas Simmons,Asian,Automation Specialist IV,Carl Anderson,Mid,Jade,Commercial,"402,994.13","18,494.84",2,987.71,"1,850,625.91","3,049,414.76","1,716,707.57","569,224.09","82,132.60","3,119,550.93",3,4
PKR62606,Andrew Rodriguez,46,Female,18166,2/13/1997,Dennis Ruiz,American,Analyst Programmer,Sean Vasquez,Low,Platinum,Commercial,"70,434.00","29,576.96",3,"4,446.19","410,803.14","475,859.82","333,648.84","198,384.32","23,860.13","990,659.81",0,2
PKR51619,Jacqueline Stephens,65,Male,37029,7/12/2007,Anthony Simpson,American,Senior Financial Analyst,Victor Gutierrez,Low,Jade,Retail,"426,222.38","25,667.88",2,"7,175.73","1,282,622.98","1,003,542.58","558,575.58","322,175.04","70,054.89","1,080,812.04",2,3
PKR65893,Ernest Dunn,80,Female,23860,10/16/1993,Mark Montgomery,European,Accountant IV,Sean Vasquez,High,Gold,Retail,"326,034.01","14,790.87",2,"6,771.98","1,331,344.71","1,020,870.62","938,731.60","225,295.58","41,971.62","1,218,304.73",2,4
PKR95530,Raymond Warren,37,Male,27979,12/28/2014,Stephen Payne,American,Developer IV,Ryan Taylor,Mid,Jade,Retail,"129,752.45","5,854.88",1,"1,335.65","315,975.65","12,299.17","11,004.52","12,899.02","10,561.94","295,619.23",2,2
PKR89861,John Coleman,51,Male,10652,1/17/1996,Paul Holmes,European,Editor,Joe Carroll,High,Gold,Retail,"401,797.90","34,974.18",1,"4,459.54","1,464,990.62","1,484,238.17","766,856.39","549,910.24","1,841.94","1,513,425.38",2,3
PKR92174,Carolyn Reid,57,Male,20617,5/25/1992,Roger Alexander,Asian,Accounting Assistant I,Victor Rogers,Mid,Gold,Retail,"354,870.29","18,874.44",1,"5,838.33","861,398.58","495,556.41","282,351.91","349,713.00","34,401.87","352,937.26",2,3
PKR36400,Janet Richards,27,Female,27322,2/1/2019,Shawn Wallace,American,Junior Executive,Lawrence Sanchez,High,Jade,Retail,"385,996.98","61,463.58",1,"2,298.02","639,113.19","348,199.42","528,995.27","98,433.30","33,124.45","965,780.12",3,3
PKR16810,Douglas Allen,31,Female,35647,3/20/2006,Jerry Green,Asian,Accountant I,Sean Vasquez,High,Silver,Commercial,"62,697.40","6,794.48",2,"5,844.52","1,398,294.55","423,507.06","90,306.65","117,180.67","30,112.14","284,386.77",1,2
PKR62400,Jason Foster,24,Female,31073,3/13/2019,Bruce Butler,Asian,Web Designer I,Lawrence Sanchez,Mid,Jade,Institutional,"96,671.07","18,183.90",1,771.33,"174,294.11","287,273.49","83,671.89","181,568.00","38,277.75","460,135.42",3,1
PKR25291,Pamela Butler,81,Female,13407,12/13/1993,Raymond Alexander,European,Marketing Manager,Lawrence Sanchez,High,Gold,Retail,"36,835.64","13,692.28",1,947.07,"315,059.23","186,137.94","90,160.56","122,414.78","7,164.95","111,986.20",3,1
PKR94530,Peter Reed,79,Female,27744,7/30/1999,Shawn Long,European,Systems Administrator I,Jack Phillips,High,Jade,Private Bank,"218,888.31","26,806.80",1,"8,544.43","1,424,013.96","914,426.93","431,812.72","245,879.24","95,534.31","1,383,168.08",1,4
PKR29475,Eugene Oliver,69,Male,22107,11/1/2006,Frank Brown,American,Safety Technician IV,Carl Anderson,High,Jade,Retail,"63,676.05","24,191.09",1,"9,553.04","920,096.10","1,388,245.06","293,291.21","437,981.54","39,903.63","2,453,030.87",1,3
PKR97275,Juan Allen,38,Female,32611,8/3/2006,Paul Holmes,African,Health Coach IV,Victor Gutierrez,Mid,Jade,Retail,"140,115.83","42,267.12",1,"6,843.40","120,706.43","511,243.39","252,167.35","114,718.87","74,845.61","2,123,424.55",1,2
PKR73731,Douglas Schmidt,19,Female,6771,3/10/2016,Roy Rice,European,Account Coordinator,Juan Ramirez,Mid,Silver,Retail,"148,213.62","46,366.10",2,"5,667.00","251,193.41","246,249.98","194,015.13","56,363.88","48,422.51","449,261.74",3,2
PKR36600,Carlos Watkins,64,Male,21191,10/5/2013,Bruce Porter,African,Internal Auditor,Nicholas Ward,Mid,Jade,Retail,"221,981.81","34,944.75",2,"5,115.15","376,658.91","1,048,812.59","262,203.15","496,243.74","24,860.52","1,248,586.65",2,3
PKR50412,Denise Long,48,Female,1879,9/16/2001,Mark Montgomery,Asian,Help Desk Technician,Gregory Boyd,Mid,Jade,Private Bank,"71,822.34","2,133.82",3,"1,422.46","325,091.98","30,069.15","22,156.21","14,274.93","12,464.94","371,283.64",3,1
PKR77616,Tina Gutierrez,40,Female,6945,7/7/1998,Bobby Burton,Asian,Human Resources Manager,Lawrence Sanchez,High,Silver,Institutional,"257,023.83","9,653.49",3,"5,757.70","491,066.60","1,528,492.29","738,771.27","567,070.64","6,308.06","1,904,155.34",1,2
PKR25120,Carlos Griffin,73,Male,6695,4/13/2008,Shawn Long,European,Senior Financial Analyst,Peter Castillo,Low,Silver,Retail,"47,361.01","22,384.79",1,"2,098.86","519,939.71","153,203.86","104,973.02","22,129.45","11,768.89","608,738.38",3,1
PKR89792,Stephen Bell,83,Female,3261,1/17/2004,Anthony Torres,European,Registered Nurse,Ernest Knight,Mid,Jade,Commercial,"112,050.56","16,531.20",1,"2,087.57","611,149.26","705,779.70","464,328.75","181,088.21","11,029.00","822,936.54",1,2
PKR15721,Matthew Ellis,84,Female,34251,5/7/2001,Joshua Bennett,European,Systems Administrator III,Carl Anderson,Mid,Jade,Retail,"67,982.46","8,794.05",1,"3,555.46","1,042,319.02","694,986.09","418,410.00","151,194.93","61,585.59","148,679.47",2,2
PKR91267,Keith GoPKRalez,17,Female,28304,12/23/2012,Benjamin Kim,Asian,Cost Accountant,Fred Bryant,Low,Jade,Private Bank,"353,467.78","4,487.81",2,"3,036.95","909,814.53","320,802.15","217,980.95","228,098.55","26,363.42","763,016.58",3,3
PKR14935,Christopher Woods,43,Female,31743,8/1/2013,Samuel Fowler,European,Staff Accountant IV,Sean Vasquez,Low,Silver,Retail,"282,954.63","18,883.90",1,"4,110.58","372,766.69","74,733.11","32,414.36","29,965.28","16,825.18","171,225.35",3,2
PKR49907,Frank Fox,72,Female,18553,11/21/2012,Joshua Ryan,African,Office Assistant IV,Fred Bryant,Low,Jade,Retail,"215,582.05","31,198.12",1,"7,470.40",0.00,"851,935.54","494,426.88","218,308.48","73,963.14","1,412,228.12",3,4
PKR18734,Walter Hart,29,Female,31500,9/18/2016,Shawn Cook,American,Health Coach II,Joe Carroll,Mid,Gold,Retail,"125,473.53","35,375.15",2,"8,807.26","811,683.04","2,683,281.65","1,092,478.96","453,282.94","44,597.56","2,919,601.37",1,5
PKR16744,Adam Hughes,54,Female,4760,12/17/2011,Adam Hernandez,Asian,Administrative Assistant IV,Daniel Carroll,High,Jade,Institutional,"215,060.45","30,716.63",2,"1,391.16","348,258.12","183,267.92","107,077.88","52,385.80","6,188.70","1,071,917.66",2,2
PKR19548,Shawn Welch,60,Male,35127,7/14/1997,Raymond Alexander,European,Database Administrator I,Ernest Knight,High,Silver,Institutional,"88,444.07","3,905.80",3,"4,093.89","88,278.93","676,061.16","448,658.77","92,927.68","42,047.41","1,626,845.06",1,2
PKR15167,Matthew Lane,68,Female,4134,11/9/2015,Dennis Ruiz,European,Biostatistician III,Gregory Boyd,Mid,Silver,Commercial,"218,904.13","19,883.56",1,"4,424.85","354,944.90","841,209.18","424,940.72","229,988.32","13,695.37","181,543.71",1,2
PKR32618,Todd Lee,48,Female,11661,7/16/2013,Joe Hanson,European,Systems Administrator II,Nicholas Morrison,High,Jade,Commercial,"202,276.06","6,943.76",2,"1,574.35","586,072.04","962,053.57","638,604.52","127,803.84","13,086.63","1,527,720.90",3,2
PKR93058,Kenneth Ramos,55,Male,4189,3/3/2011,Benjamin Kim,African,Administrative Assistant IV,Nicholas Morrison,High,Silver,Institutional,"43,011.56","19,921.50",2,848.54,"165,875.79","12,790.94","5,513.34","19,682.61","10,782.78","254,816.76",2,1
PKR70754,Justin Ramirez,36,Female,11100,5/18/2010,Roger Alexander,American,Assistant Manager,Joe Carroll,Mid,Gold,Institutional,"202,863.47","43,941.96",3,740.60,"878,129.72","45,080.56","32,962.13","15,511.59","23,859.28","263,453.75",0,2
PKR92418,Patrick Stephens,85,Female,34167,6/1/2007,Patrick Graham,Asian,Budget/Accounting Analyst IV,Carl Anderson,Mid,Gold,Private Bank,"310,932.99","8,570.52",1,"3,439.77","179,299.11","635,861.07","289,877.84","767,802.25","5,633.75","940,255.75",0,3
PKR92115,Russell Cox,40,Female,15173,2/3/2010,Victor Martinez,Asian,Accounting Assistant IV,Victor Rogers,High,Silver,Institutional,"140,387.60","55,330.30",1,332.28,"1,267,435.20","2,796,610.66","988,135.77","1,042,762.89","32,027.75","2,487,114.74",2,2
PKR24672,Willie Stephens,39,Female,27249,4/22/2005,Jerry Green,European,Associate Professor,Victor Rogers,High,Silver,Commercial,"262,799.91","58,301.88",1,"8,892.62","1,557,602.43","247,721.87","61,514.83","62,844.88","87,239.02","1,867,597.47",1,3
PKR54908,Kevin Green,19,Female,25451,5/19/2001,Bobby Burton,European,Geological Engineer,Joe Carroll,Mid,Jade,Retail,"115,893.22","3,897.32",1,"2,213.66","479,711.50","61,914.64","16,776.87","19,924.53",169.14,"409,422.04",0,1
PKR37750,Jesse Kelly,68,Female,11581,8/25/2011,Patrick Graham,European,Database Administrator III,Sean Vasquez,Mid,Jade,Commercial,"136,105.54","42,499.80",1,"8,163.02","1,495,245.96","2,146,327.17","588,509.06","811,103.96","56,098.49","273,110.64",0,3
PKR59881,Jeffrey Mason,33,Male,32372,11/8/2017,Adam Hernandez,Asian,Speech Pathologist,Sean Vasquez,Low,Jade,Institutional,"172,611.65","20,654.19",2,691.18,"62,672.07","32,128.28","24,800.78","28,723.81","22,005.81","193,132.18",0,2
PKR32319,John Lane,40,Male,8062,7/2/2009,Joe Price,European,Safety Technician I,Kevin Kim,Low,Jade,Retail,"238,307.99","31,326.96",2,"5,725.30","109,711.87","1,395,620.04","988,564.19","116,883.18","2,954.52","432,897.38",3,2
PKR58635,Laura Simmons,20,Female,39991,3/20/1995,Adam Hernandez,European,Automation Specialist III,Jeremy Porter,High,Jade,Institutional,"23,597.68","4,617.34",3,"1,786.93","309,177.90","104,217.47","46,187.29","65,017.49","15,891.99","260,989.41",0,1
PKR55883,John GoPKRalez,77,Male,21128,9/27/2017,Gregory Simmons,Australian,Accounting Assistant III,Juan Ramirez,Low,Gold,Retail,"183,024.41","22,223.25",1,"1,303.23","235,700.94","2,006,627.38","818,492.75","436,441.46","78,315.08","1,728,187.62",3,3
PKR26855,Ruby Davis,62,Male,28563,4/15/2016,Shawn Cook,American,Account Representative I,Victor Dean,Mid,Silver,Private Bank,"40,981.63","5,466.72",2,"2,242.78",0.00,"331,611.66","172,619.77","174,618.52","3,762.29","285,859.43",1,1
PKR89144,Jason Chavez,85,Female,42583,3/21/1998,Dennis Ruiz,European,Media Manager IV,Gregory Boyd,Mid,Gold,Retail,"91,420.58","42,986.58",2,"5,813.52","375,074.92","536,225.46","272,301.99","170,084.01","45,547.17","2,725,502.71",0,4
PKR36784,Sean Carr,59,Female,8100,11/4/2001,Raymond Alexander,American,Account Representative III,Eugene Cunningham,Mid,Silver,Retail,"376,968.38","12,973.50",1,"10,157.22","1,144,147.98","1,016,581.36","264,589.67","306,506.24","12,775.37","1,491,093.26",3,3
PKR47240,Lisa Medina,71,Female,42734,5/6/2004,Chris Armstrong,European,Design Engineer,Victor Gutierrez,Low,Silver,Private Bank,"327,029.22","25,006.88",1,"2,560.88","549,067.86","905,498.81","796,042.91","159,208.58","15,846.21","1,509,686.85",3,3
PKR34868,Rebecca Martinez,43,Female,23304,6/29/2016,Frank Brown,European,Programmer Analyst I,Daniel Carroll,High,Silver,Institutional,"39,044.99","17,828.37",1,"1,543.78","59,876.89","39,778.78","57,308.41","6,978.14","4,056.73","383,326.14",2,1
PKR53254,Jesse Austin,65,Male,20632,1/14/2015,Nicholas Simmons,Asian,Developer IV,Gregory Boyd,Mid,Platinum,Retail,"121,504.38","40,011.84",1,"6,995.09","1,228,216.03","674,893.23","364,660.05","152,667.38","38,104.70","1,091,008.74",2,2
PKR26959,Douglas Andrews,25,Female,24495,3/30/2015,Jesse Evans,American,VP Quality Control,Ryan Taylor,High,Jade,Commercial,"152,363.88","19,332.12",1,"1,856.23","747,292.85","871,947.70","444,871.27","275,820.19","47,592.16","1,323,280.39",1,2
PKR13792,Bruce Smith,58,Female,22655,1/28/1998,Dennis Ruiz,European,Desktop Support Technician,Victor Dean,High,Jade,Retail,"194,156.82","25,462.80",2,"6,404.31","1,694,406.78","129,195.69","78,691.92","19,766.94","48,734.73","516,239.46",0,4
PKR83479,Jean Watson,26,Male,7059,1/3/1995,Joe Price,European,Editor,Daniel Carroll,Low,Silver,Retail,"56,797.44","18,400.80",1,20.13,"310,733.07","26,910.57","26,119.08","14,935.37","24,534.67","95,254.40",3,1
PKR84488,Lawrence Ferguson,21,Male,6059,11/25/2015,George Lewis,Australian,Developer II,Fred Bryant,High,Silver,Retail,"408,120.18","18,073.38",1,"5,415.01","329,166.04","328,323.97","138,578.30","83,573.37","23,624.00","1,307,746.44",1,3
PKR36106,Carolyn Snyder,37,Female,8760,12/15/2018,Victor Ramos,American,Sales Associate,Eric Shaw,Mid,Jade,Private Bank,"166,689.87","31,920.69",1,"1,222.32","628,951.86","49,633.48","35,205.14","15,755.74","23,300.63","1,122,124.12",3,2
PKR49489,Jimmy Rivera,51,Male,42214,3/10/2002,Anthony Simpson,European,Account Representative IV,Victor Dean,High,Jade,Institutional,"57,164.17","21,107.25",1,"2,038.51","65,968.99","1,157,983.47","201,713.25","447,205.75","20,836.28","310,994.46",1,1
PKR71209,Harold Gilbert,46,Female,42164,6/3/1998,Dennis Morris,Asian,Software Test Engineer I,Sean Vasquez,Low,Platinum,Institutional,"66,959.86","22,881.78",1,774.88,"890,834.85","567,479.90","140,942.72","229,959.18","1,853.11","585,921.24",2,2
PKR33607,Justin Johnson,49,Female,20573,7/21/1992,Douglas Tucker,Asian,Assistant Professor,Jack Phillips,Low,Gold,Retail,"129,727.97","12,115.65",1,"4,535.98","592,524.62","1,298,008.53","547,459.38","228,166.94","76,994.56","1,050,664.57",1,2
PKR36407,Rebecca Harper,57,Male,6904,6/19/1998,Victor Ramos,African,Geologist I,Eugene Cunningham,High,Gold,Institutional,"203,298.54","35,660.08",1,497.68,"471,372.32","302,699.03","210,350.17","211,889.32","24,361.55","283,947.15",0,2
PKR90197,Louise Day,45,Female,20306,2/5/2014,Joshua Little,Asian,Accounting Assistant III,Peter Castillo,High,Silver,Retail,"31,634.79","15,708.81",1,"2,247.59","139,653.10","284,516.15","248,501.45","130,625.33","4,096.50","688,482.11",2,1
PKR21018,Jeremy Jacobs,54,Female,27682,11/17/2008,Douglas Tucker,European,Nurse,Peter Castillo,Mid,Gold,Institutional,"305,348.02","51,505.84",1,"7,415.95","239,042.40","1,291,352.74","484,257.28","431,733.99","77,112.73","641,559.73",3,3
PKR77703,Earl Payne,70,Female,11892,6/15/1993,Victor Ramos,Australian,Quality Engineer,Joe Carroll,High,Jade,Commercial,"19,662.72","24,617.60",3,175.34,"810,408.88","283,729.31","97,588.43","88,118.73","4,629.11","1,028,343.97",1,1
PKR70508,Carl Knight,81,Male,26691,2/4/2015,Nicholas Cunningham,Australian,Software Test Engineer IV,Carl Anderson,High,Silver,Retail,"105,509.99","42,235.52",1,"4,025.57","1,328,738.00","528,227.02","126,143.77","268,055.50","49,428.63","1,459,059.75",1,2
PKR35314,Clarence Price,77,Male,33931,1/17/1995,Jesse Evans,African,Engineer II,Peter Castillo,High,Jade,Retail,"93,027.81","27,700.42",1,"1,406.11","36,983.65","642,034.66","131,564.48","272,338.47","7,690.95","789,869.20",0,1
